image1.png,|     species
image2149.png,|     species
0  Bari2_062|
image2150.png,|     species
0  Bari2_062|
image2151.png,|     species
0  Bari2_062|
image2152.png,|     species
0  Bari2_062|
image2153.png,|     species
0  Bari2_062|
image2154.png,|     species
0  Bari2_062|
image2155.png,|     species
0  Bari2_062|
image2156.png,|     species
0  Bari2_062|
image2157.png,|     species
0  Bari2_062|
image2158.png,|     species
0  Bari2_062|
image2159.png,|     species
0  Bari2_062|
image2160.png,|     species
0  Bari2_062|
image2161.png,|     species
0  Bari2_062|
image2162.png,|     species
0  Bari2_062|
image2163.png,|     species
0  Bari2_062|
image2164.png,|     species
0  Bari2_062|
image2165.png,|     species
0  Bari2_062|
image2166.png,|     species
0  Bari2_062|
image2167.png,|     species
0  Bari2_062|
image2168.png,|     species
0  Bari2_062|
image2169.png,|     species
0  Bari2_062|
image2170.png,|     species
0  Bari2_062|
image2171.png,|     species
0  Bari2_062|
image2172.png,|     species
0  Bari2_062|
image2173.png,|     species
0  Bari2_062|
image2174.png,|     species
0  Bari2_062|
image2175.png,|     species
0  Bari2_062|
image2176.png,|     species
0  Bari2_062|
image2177.png,|     species
0  Bari2_062|
image2178.png,|     species
0  Bari2_062|
image2179.png,|     species
0  Bari2_062|
image2180.png,|     species
0  Bari2_062|
image2181.png,|     species
0  Bari2_062|
image2182.png,|     species
0  Bari2_062|
image2183.png,|     species
0  Bari2_062|
image2184.png,|     species
0  Bari2_062|
image2185.png,|     species
0  Bari2_062|
image2186.png,|     species
0  Bari2_062|
image2187.png,|     species
0  Bari2_062|
image2188.png,|     species
0  Bari2_062|
image2189.png,|     species
0  Bari2_062|
image2190.png,|     species
0  Bari2_062|
image2191.png,|     species
0  Bari2_062|
image2192.png,|     species
0  Bari2_062|
image2193.png,|     species
0  Bari2_062|
image2194.png,|     species
0  Bari2_062|
image2195.png,|     species
0  Bari2_062|
image2196.png,|     species
0  Bari2_062|
image2197.png,|     species
0  Bari2_062|
image2198.png,|     species
0  Bari2_062|
image2199.png,|     species
0  Bari2_062|
image2200.png,|     species
0  Bari2_062|
image2201.png,|     species
0  Bari2_062|
image2202.png,|     species
0  Bari2_062|
image2203.png,|     species
0  Bari2_062|
image2204.png,|     species
0  Bari2_062|
image2205.png,|     species
0  Bari2_062|
image2206.png,|     species
0  Bari2_062|
image2207.png,|     species
0  Bari2_062|
image2208.png,|     species
0  Bari2_062|
image2209.png,|     species
0  Bari2_062|
image2210.png,|     species
0  Bari2_062|
image2211.png,|     species
0  Bari2_062|
image2212.png,|     species
0  Bari2_062|
image2213.png,|     species
0  Bari2_062|
image2214.png,|     species
0  Bari2_062|
image2215.png,|     species
0  Bari2_062|
image2216.png,|     species
0  Bari2_062|
image2217.png,|     species
0  Bari2_062|
image2218.png,|     species
0  Bari2_062|
image2219.png,|     species
0  Bari2_062|
image2220.png,|     species
0  Bari2_062|
image2221.png,|     species
0  Bari2_062|
image2222.png,|     species
0  Bari2_062|
image2223.png,|     species
0  Bari2_062|
image2224.png,|     species
0  Bari2_062|
image2225.png,|     species
0  Bari2_062|
image2226.png,|     species
0  Bari2_062|
image2227.png,|     species
0  Bari2_062|
image2228.png,|     species
0  Bari2_062|
image2229.png,|     species
0  Bari2_062|
image2230.png,|     species
0  Bari2_062|
image2231.png,|     species
0  Bari2_062|
image2232.png,|     species
0  Bari2_062|
image2233.png,|     species
0  Bari2_062|
image2234.png,|     species
0  Bari2_062|
image2235.png,|     species
0  Bari2_062|
image2236.png,|     species
0  Bari2_062|
image2237.png,|     species
0  Bari2_062|
image2238.png,|     species
0  Bari2_062|
image2239.png,|     species
0  Bari2_062|
image2240.png,|     species
0  Bari2_062|
image2241.png,|     species
0  Bari2_062|
image2242.png,|     species
0  Bari2_062|
image2243.png,|     species
0  Bari2_062|
image2244.png,|     species
0  Bari2_062|
image2245.png,|     species
0  Bari2_062|
image2246.png,|     species
0  Bari2_062|
image2247.png,|     species
0  Bari2_062|
image2248.png,|     species
0  Bari2_062|
image2249.png,|     species
0  Bari2_062|
image2250.png,|     species
0  Bari2_062|
image2251.png,|     species
0  Bari2_062|
image2252.png,|     species
0  Bari2_062|
image2253.png,|     species
0  Bari2_062|
image2254.png,|     species
0  Bari2_062|
image2255.png,|     species
0  Bari2_062|
image2256.png,|     species
0  Bari2_062|
image2257.png,|     species
0  Bari2_062|
image2258.png,|     species
0  Bari2_062|
image2259.png,|     species
0  Bari2_062|
image2260.png,|     species
0  Bari2_062|
image2261.png,|     species
0  Bari2_062|
image2262.png,|     species
0  Bari2_062|
image2263.png,|     species
0  Bari2_062|
image2264.png,|     species
0  Bari2_062|
image2265.png,|     species
0  Bari2_062|
image2266.png,|     species
0  Bari2_062|
image2267.png,|     species
0  Bari2_062|
image2268.png,|     species
0  Bari2_062|
image2269.png,|     species
0  Bari2_062|
image2270.png,|     species
0  Bari2_062|
image2271.png,|     species
0  Bari2_062|
image2272.png,|     species
0  Bari2_062|
image2273.png,|     species
0  Bari2_062|
image2274.png,|     species
0  Bari2_062|
image2275.png,|     species
0  Bari2_062|
image2276.png,|     species
0  Bari2_062|
image2277.png,|     species
0  Bari2_062|
image2278.png,|     species
0  Bari2_062|
image2279.png,|     species
0  Bari2_062|
image2280.png,|     species
0  Bari2_062|
image2281.png,|     species
0  Bari2_062|
image2282.png,|     species
0  Bari2_062|
image2283.png,|     species
0  Bari2_062|
image2284.png,|     species
0  Bari2_062|
image2285.png,|     species
0  Bari2_062|
image2286.png,|     species
0  Bari2_062|
image2287.png,|     species
0  Bari2_062|
image2288.png,|     species
0  Bari2_062|
image2289.png,|     species
0  Bari2_062|
image2290.png,|     species
0  Bari2_062|
image2291.png,|     species
0  Bari2_062|
image2292.png,|     species
0  Bari2_062|
image2293.png,|     species
0  Bari2_062|
image2294.png,|     species
0  Bari2_062|
image2295.png,|     species
0  Bari2_062|
image2296.png,|     species
0  Bari2_062|
image2297.png,|     species
0  Bari2_062|
image2298.png,|     species
0  Bari2_062|
image2299.png,|     species
0  Bari2_062|
image2300.png,|     species
0  Bari2_062|
image2301.png,|     species
0  Bari2_062|
image2302.png,|     species
0  Bari2_062|
image2303.png,|     species
0  Bari2_062|
image2304.png,|     species
0  Bari2_062|
image2305.png,|     species
0  Bari2_062|
image2306.png,|     species
0  Bari2_062|
image2307.png,|     species
0  Bari2_062|
image2308.png,|     species
0  Bari2_062|
image2309.png,|     species
0  Bari2_062|
image2310.png,|     species
0  Bari2_062|
image2311.png,|     species
0  Bari2_062|
image2312.png,|     species
0  Bari2_062|
image2313.png,|     species
0  Bari2_062|
image2314.png,|     species
0  Bari2_062|
image2315.png,|     species
0  Bari2_062|
image2316.png,|     species
0  Bari2_062|
image2317.png,|     species
0  Bari2_062|
image2318.png,|     species
0  Bari2_062|
image2319.png,|     species
0  Bari2_062|
image2320.png,|     species
0  Bari2_062|
image2321.png,|     species
0  Bari2_062|
image2322.png,|     species
0  Bari2_062|
image2323.png,|     species
0  Bari2_062|
image2324.png,|     species
0  Bari2_062|
image2325.png,|     species
0  Bari2_062|
image2326.png,|     species
0  Bari2_062|
image2327.png,|     species
0  Bari2_062|
image2328.png,|     species
0  Bari2_062|
image2329.png,|     species
0  Bari2_062|
image2330.png,|     species
0  Bari2_062|
image2331.png,|     species
0  Bari2_062|
image2332.png,|     species
0  Bari2_062|
image2333.png,|     species
0  Bari2_062|
image2334.png,|     species
0  Bari2_062|
image2335.png,|     species
0  Bari2_062|
image2336.png,|     species
0  Bari2_062|
image2337.png,|     species
0  Bari2_062|
image2338.png,|     species
0  Bari2_062|
image2339.png,|     species
0  Bari2_062|
image2340.png,|     species
0  Bari2_062|
image2341.png,|     species
0  Bari2_062|
image2342.png,|     species
0  Bari2_062|
image2343.png,|     species
0  Bari2_062|
image2344.png,|     species
0  Bari2_062|
image2345.png,|     species
0  Bari2_062|
image2346.png,|     species
0  Bari2_062|
image2347.png,|     species
0  Bari2_062|
image2348.png,|     species
0  Bari2_062|
image2349.png,|     species
0  Bari2_062|
image2350.png,|     species
0  Bari2_062|
image2351.png,|     species
0  Bari2_062|
image2352.png,|     species
0  Bari2_062|
image2353.png,|     species
0  Bari2_062|
image2354.png,|     species
0  Bari2_062|
image2355.png,|     species
0  Bari2_062|
image2356.png,|     species
0  Bari2_062|
image2357.png,|     species
0  Bari2_062|
image2358.png,|     species
0  Bari2_062|
image2359.png,|     species
0  Bari2_062|
image2360.png,|     species
0  Bari2_062|
image2361.png,|     species
0  Bari2_062|
image2362.png,|     species
0  Bari2_062|
image2363.png,|     species
0  Bari2_062|
image2364.png,|     species
0  Bari2_062|
image2365.png,|     species
0  Bari2_062|
image2366.png,|     species
0  Bari2_062|
image2367.png,|     species
0  Bari2_062|
image2368.png,|     species
0  Bari2_062|
image2369.png,|     species
0  Bari2_062|
image2370.png,|     species
0  Bari2_062|
image2371.png,|     species
0  Bari2_062|
image2372.png,|     species
0  Bari2_062|
image2373.png,|     species
0  Bari2_062|
image2374.png,|     species
0  Bari2_062|
image2375.png,|     species
0  Bari2_062|
image2376.png,|     species
0  Bari2_062|
image2377.png,|     species
0  Bari2_062|
image2378.png,|     species
0  Bari2_062|
image2379.png,|     species
0  Bari2_062|
image2380.png,|     species
0  Bari2_062|
image2381.png,|     species
0  Bari2_062|
image2382.png,|     species
0  Bari2_062|
image2383.png,|     species
0  Bari2_062|
image2384.png,|     species
0  Bari2_062|
image2385.png,|     species
0  Bari2_062|
image2386.png,|     species
0  Bari2_062|
image2387.png,|     species
0  Bari2_062|
image2388.png,|     species
0  Bari2_062|
image2389.png,|     species
0  Bari2_062|
image2390.png,|     species
0  Bari2_062|
image2391.png,|     species
0  Bari2_062|
image2392.png,|     species
0  Bari2_062|
image2393.png,|     species
0  Bari2_062|
image2394.png,|     species
0  Bari2_062|
image2395.png,|     species
0  Bari2_062|
image2396.png,|     species
0  Bari2_062|
image2397.png,|     species
0  Bari2_062|
image2398.png,|     species
0  Bari2_062|
image2399.png,|     species
0  Bari2_062|
image2400.png,|     species
0  Bari2_062|
image2401.png,|     species
0  Bari2_062|
image2402.png,|     species
0  Bari2_062|
image2403.png,|     species
0  Bari2_062|
image2404.png,|     species
0  Bari2_062|
image2405.png,|     species
0  Bari2_062|
image2406.png,|     species
0  Bari2_062|
image2407.png,|     species
0  Bari2_062|
image2408.png,|     species
0  Bari2_062|
image2409.png,|     species
0  Bari2_062|
image2410.png,|     species
0  Bari2_062|
image2411.png,|     species
0  Bari2_062|
image2412.png,|     species
0  Bari2_062|
image2413.png,|     species
0  Bari2_062|
image2414.png,|     species
0  Bari2_062|
image2415.png,|     species
0  Bari2_062|
image2416.png,|     species
0  Bari2_062|
image2417.png,|     species
0  Bari2_062|
image2418.png,|     species
0  Bari2_062|
image2419.png,|     species
0  Bari2_062|
image2420.png,|     species
0  Bari2_062|
image2421.png,|     species
0  Bari2_062|
image2422.png,|     species
0  Bari2_062|
image2423.png,|     species
0  Bari2_062|
image2424.png,|     species
0  Bari2_062|
image2425.png,|     species
0  Bari2_062|
image2426.png,|     species
0  Bari2_062|
image2427.png,|     species
0  Bari2_062|
image2428.png,|     species
0  Bari2_062|
image2429.png,|     species
0  Bari2_062|
image2430.png,|     species
0  Bari2_062|
image2431.png,|     species
0  Bari2_062|
image2432.png,|     species
0  Bari2_062|
image2433.png,|     species
0  Bari2_062|
image2434.png,|     species
0  Bari2_062|
image2435.png,|     species
0  Bari2_062|
image2436.png,|     species
0  Bari2_062|
image2437.png,|     species
0  Bari2_062|
image2438.png,|     species
0  Bari2_062|
image2439.png,|     species
0  Bari2_062|
image2440.png,|     species
0  Bari2_062|
image2441.png,|     species
0  Bari2_062|
image2442.png,|     species
0  Bari2_062|
image2443.png,|     species
0  Bari2_062|
image2444.png,|     species
0  Bari2_062|
image2445.png,|     species
0  Bari2_062|
image2446.png,|     species
0  Bari2_062|
image2447.png,|     species
0  Bari2_062|
image2448.png,|     species
0  Bari2_062|
image2449.png,|     species
0  Bari2_062|
image2450.png,|     species
0  Bari2_062|
image2451.png,|     species
0  Bari2_062|
image2452.png,|     species
0  Bari2_062|
image2453.png,|     species
0  Bari2_062|
image2454.png,|     species
0  Bari2_062|
image2455.png,|     species
0  Bari2_062|
image2456.png,|     species
0  Bari2_062|
image2457.png,|     species
0  Bari2_062|
image2458.png,|     species
0  Bari2_062|
image2459.png,|     species
0  Bari2_062|
image2460.png,|     species
0  Bari2_062|
image2461.png,|     species
0  Bari2_062|
image2462.png,|     species
0  Bari2_062|
image2463.png,|     species
0  Bari2_062|
image2464.png,|     species
0  Bari2_062|
image2465.png,|     species
0  Bari2_062|
image2466.png,|     species
0  Bari2_062|
image2467.png,|     species
0  Bari2_062|
image2468.png,|     species
0  Bari2_062|
image2469.png,|     species
0  Bari2_062|
image2470.png,|     species
0  Bari2_062|
image2471.png,|     species
0  Bari2_062|
image2472.png,|     species
0  Bari2_062|
image2473.png,|     species
0  Bari2_062|
image2474.png,|     species
0  Bari2_062|
image2475.png,|     species
0  Bari2_062|
image2476.png,|     species
0  Bari2_062|
image2477.png,|     species
0  Bari2_062|
image2478.png,|     species
0  Bari2_062|
image2479.png,|     species
0  Bari2_062|
image2480.png,|     species
0  Bari2_062|
image2481.png,|     species
0  Bari2_062|
image2482.png,|     species
0  Bari2_062|
image2483.png,|     species
0  Bari2_062|
image2484.png,|     species
0  Bari2_062|
image2485.png,|     species
0  Bari2_062|
image2486.png,|     species
0  Bari2_062|
image2487.png,|     species
0  Bari2_062|
image2488.png,|     species
0  Bari2_062|
image2489.png,|     species
0  Bari2_062|
image2490.png,|     species
0  Bari2_062|
image2491.png,|     species
0  Bari2_062|
image2492.png,|     species
0  Bari2_062|
image2493.png,|     species
0  Bari2_062|
image2494.png,|     species
0  Bari2_062|
image2495.png,|     species
0  Bari2_062|
image2496.png,|     species
0  Bari2_062|
image2497.png,|     species
0  Bari2_062|
image2498.png,|     species
0  Bari2_062|
image2499.png,|     species
0  Bari2_062|
image2500.png,|     species
0  Bari2_062|
image2501.png,|     species
0  Bari2_062|
image2502.png,|     species
0  Bari2_062|
image2503.png,|     species
0  Bari2_062|
image2504.png,|     species
0  Bari2_062|
image2505.png,|     species
0  Bari2_062|
image2506.png,|     species
0  Bari2_062|
image2507.png,|     species
0  Bari2_062|
image2508.png,|     species
0  Bari2_062|
image2509.png,|     species
0  Bari2_062|
image2510.png,|     species
0  Bari2_062|
image2511.png,|     species
0  Bari2_062|
image2512.png,|     species
0  Bari2_062|
image2513.png,|     species
0  Bari2_062|
image2514.png,|     species
0  Bari2_062|
image2515.png,|     species
0  Bari2_062|
image2516.png,|     species
0  Bari2_062|
image2517.png,|     species
0  Bari2_062|
image2518.png,|     species
0  Bari2_062|
image2519.png,|     species
0  Bari2_062|
image2520.png,|     species
0  Bari2_062|
image2521.png,|     species
0  Bari2_062|
image2522.png,|     species
0  Bari2_062|
image2523.png,|     species
0  Bari2_062|
image2524.png,|     species
0  Bari2_062|
image2525.png,|     species
0  Bari2_062|
image2526.png,|     species
0  Bari2_062|
image2527.png,|     species
0  Bari2_062|
image2528.png,|     species
0  Bari2_062|
image2529.png,|     species
0  Bari2_062|
image2530.png,|     species
0  Bari2_062|
image2531.png,|     species
0  Bari2_062|
image2532.png,|     species
0  Bari2_062|
image2533.png,|     species
0  Bari2_062|
image2534.png,|     species
0  Bari2_062|
image2535.png,|     species
0  Bari2_062|
image2536.png,|     species
0  Bari2_062|
image2537.png,|     species
0  Bari2_062|
image2538.png,|     species
0  Bari2_062|
image2539.png,|     species
0  Bari2_062|
image2540.png,|     species
0  Bari2_062|
image2541.png,|     species
0  Bari2_062|
image2542.png,|     species
0  Bari2_062|
image2543.png,|     species
0  Bari2_062|
image2544.png,|     species
0  Bari2_062|
image2545.png,|     species
0  Bari2_062|
image2546.png,|     species
0  Bari2_062|
image2547.png,|     species
0  Bari2_062|
image2548.png,|     species
0  Bari2_062|
image2549.png,|     species
0  Bari2_062|
image2550.png,|     species
0  Bari2_062|
image2551.png,|     species
0  Bari2_062|
image2552.png,|     species
0  Bari2_062|
image2553.png,|     species
0  Bari2_062|
image2554.png,|     species
0  Bari2_062|
image2555.png,|     species
0  Bari2_062|
image2556.png,|     species
0  Bari2_062|
image2557.png,|     species
0  Bari2_062|
image2558.png,|     species
0  Bari2_062|
image2559.png,|     species
0  Bari2_062|
image2560.png,|     species
0  Bari2_062|
image2561.png,|     species
0  Bari2_062|
image2562.png,|     species
0  Bari2_062|
image2563.png,|     species
0  Bari2_062|
image2564.png,|     species
0  Bari2_062|
image2565.png,|     species
0  Bari2_062|
image2566.png,|     species
0  Bari2_062|
image2567.png,|     species
0  Bari2_062|
image2568.png,|     species
0  Bari2_062|
image2569.png,|     species
0  Bari2_062|
image2570.png,|     species
0  Bari2_062|
image2571.png,|     species
0  Bari2_062|
image2572.png,|     species
0  Bari2_062|
image2573.png,|     species
0  Bari2_062|
image2574.png,|     species
0  Bari2_062|
image2575.png,|     species
0  Bari2_062|
image2576.png,|     species
0  Bari2_062|
image2577.png,|     species
0  Bari2_062|
image2578.png,|     species
0  Bari2_062|
image2579.png,|     species
0  Bari2_062|
image2580.png,|     species
0  Bari2_062|
image2581.png,|     species
0  Bari2_062|
image2582.png,|     species
0  Bari2_062|
image2583.png,|     species
0  Bari2_062|
image2584.png,|     species
0  Bari2_062|
image2585.png,|     species
0  Bari2_062|
image2586.png,|     species
0  Bari2_062|
image2587.png,|     species
0  Bari2_062|
image2588.png,|     species
0  Bari2_062|
image2589.png,|     species
0  Bari2_062|
image2590.png,|     species
0  Bari2_062|
image2591.png,|     species
0  Bari2_062|
image2592.png,|     species
0  Bari2_062|
image2593.png,|     species
0  Bari2_062|
image2594.png,|     species
0  Bari2_062|
image2595.png,|     species
0  Bari2_062|
image2596.png,|     species
0  Bari2_062|
image2597.png,|     species
0  Bari2_062|
image2598.png,|     species
0  Bari2_062|
image2599.png,|     species
0  Bari2_062|
image2600.png,|     species
0  Bari2_062|
image2601.png,|     species
0  Bari2_062|
image2602.png,|     species
0  Bari2_062|
image2603.png,|     species
0  Bari2_062|
image2604.png,|     species
0  Bari2_062|
image2605.png,|     species
0  Bari2_062|
image2606.png,|     species
0  Bari2_062|
image2607.png,|     species
0  Bari2_062|
image2608.png,|     species
0  Bari2_062|
image2609.png,|     species
0  Bari2_062|
image2610.png,|     species
0  Bari2_062|
image2611.png,|     species
0  Bari2_062|
image2612.png,|     species
0  Bari2_062|
image2613.png,|     species
0  Bari2_062|
image2614.png,|     species
0  Bari2_062|
image2615.png,|     species
0  Bari2_062|
image2616.png,|     species
0  Bari2_062|
image2617.png,|     species
0  Bari2_062|
image2618.png,|     species
0  Bari2_062|
image2619.png,|     species
0  Bari2_062|
image2620.png,|     species
0  Bari2_062|
image2621.png,|     species
0  Bari2_062|
image2622.png,|     species
0  Bari2_062|
image2623.png,|     species
0  Bari2_062|
image2624.png,|     species
0  Bari2_062|
image2625.png,|     species
0  Bari2_062|
image2626.png,|     species
0  Bari2_062|
image2627.png,|     species
0  Bari2_062|
image2628.png,|     species
0  Bari2_062|
image2629.png,|     species
0  Bari2_062|
image2630.png,|     species
0  Bari2_062|
image2631.png,|     species
0  Bari2_062|
image2632.png,|     species
0  Bari2_062|
image2633.png,|     species
0  Bari2_062|
image2634.png,|     species
0  Bari2_062|
image2635.png,|     species
0  Bari2_062|
image2636.png,|     species
0  Bari2_062|
image2637.png,|     species
0  Bari2_062|
image2638.png,|     species
0  Bari2_062|
image2639.png,|     species
0  Bari2_062|
image2640.png,|     species
0  Bari2_062|
image2641.png,|     species
0  Bari2_062|
image2642.png,|     species
0  Bari2_062|
image2643.png,|     species
0  Bari2_062|
image2644.png,|     species
0  Bari2_062|
image2645.png,|     species
0  Bari2_062|
image2646.png,|     species
0  Bari2_062|
image2647.png,|     species
0  Bari2_062|
image2648.png,|     species
0  Bari2_062|
image2649.png,|     species
0  Bari2_062|
image2650.png,|     species
0  Bari2_062|
image2651.png,|     species
0  Bari2_062|
image2652.png,|     species
0  Bari2_062|
image2653.png,|     species
0  Bari2_062|
image2654.png,|     species
0  Bari2_062|
image2655.png,|     species
0  Bari2_062|
image2656.png,|     species
0  Bari2_062|
image2657.png,|     species
0  Bari2_062|
image2658.png,|     species
0  Bari2_062|
image2659.png,|     species
0  Bari2_062|
image2660.png,|     species
0  Bari2_062|
image2661.png,|     species
0  Bari2_062|
image2662.png,|     species
0  Bari2_062|
image2663.png,|     species
0  Bari2_062|
image2664.png,|     species
0  Bari2_062|
image2665.png,|     species
0  Bari2_062|
image2666.png,|     species
0  Bari2_062|
image2667.png,|     species
0  Bari2_062|
image2668.png,|     species
0  Bari2_062|
image2669.png,|     species
0  Bari2_062|
image2670.png,|     species
0  Bari2_062|
image2671.png,|     species
0  Bari2_062|
image2672.png,|     species
0  Bari2_062|
image2673.png,|     species
0  Bari2_062|
image2674.png,|     species
0  Bari2_062|
image2675.png,|     species
0  Bari2_062|
image2676.png,|     species
0  Bari2_062|
image2677.png,|     species
0  Bari2_062|
image2678.png,|     species
0  Bari2_062|
image2679.png,|     species
0  Bari2_062|
image2680.png,|     species
0  Bari2_062|
image2681.png,|     species
0  Bari2_062|
image2682.png,|     species
0  Bari2_062|
image2683.png,|     species
0  Bari2_062|
image2684.png,|     species
0  Bari2_062|
image2685.png,|     species
0  Bari2_062|
image2686.png,|     species
0  Bari2_062|
image2687.png,|     species
0  Bari2_062|
image2688.png,|     species
0  Bari2_062|
image2689.png,|     species
0  Bari2_062|
image2690.png,|     species
0  Bari2_062|
image2691.png,|     species
0  Bari2_062|
image2692.png,|     species
0  Bari2_062|
image2693.png,|     species
0  Bari2_062|
image2694.png,|     species
0  Bari2_062|
image2695.png,|     species
0  Bari2_062|
image2696.png,|     species
0  Bari2_062|
image2697.png,|     species
0  Bari2_062|
image2698.png,|     species
0  Bari2_062|
image2699.png,|     species
0  Bari2_062|
image2700.png,|     species
0  Bari2_062|
image2701.png,|     species
0  Bari2_062|
image2702.png,|     species
0  Bari2_062|
image2703.png,|     species
0  Bari2_062|
image2704.png,|     species
0  Bari2_062|
image2705.png,|     species
0  Bari2_062|
image2706.png,|     species
0  Bari2_062|
image2707.png,|     species
0  Bari2_062|
image2708.png,|     species
0  Bari2_062|
image2709.png,|     species
0  Bari2_062|
image2710.png,|     species
0  Bari2_062|
image2711.png,|     species
0  Bari2_062|
image2712.png,|     species
0  Bari2_062|
image2713.png,|     species
0  Bari2_062|
image2714.png,|     species
0  Bari2_062|
image2715.png,|     species
0  Bari2_062|
image2716.png,|     species
0  Bari2_062|
image2717.png,|     species
0  Bari2_062|
image2718.png,|     species
0  Bari2_062|
image2719.png,|     species
0  Bari2_062|
image2720.png,|     species
0  Bari2_062|
image2721.png,|     species
0  Bari2_062|
image2722.png,|     species
0  Bari2_062|
image2723.png,|     species
0  Bari2_062|
image2724.png,|     species
0  Bari2_062|
image2725.png,|     species
0  Bari2_062|
image2726.png,|     species
0  Bari2_062|
image2727.png,|     species
0  Bari2_062|
image2728.png,|     species
0  Bari2_062|
image2729.png,|     species
0  Bari2_062|
image2730.png,|     species
0  Bari2_062|
image2731.png,|     species
0  Bari2_062|
image2732.png,|     species
0  Bari2_062|
image2733.png,|     species
0  Bari2_062|
image2734.png,|     species
0  Bari2_062|
image2735.png,|     species
0  Bari2_062|
image2736.png,|     species
0  Bari2_062|
image2737.png,|     species
0  Bari2_062|
image2738.png,|     species
0  Bari2_062|
image2739.png,|     species
0  Bari2_062|
image2740.png,|     species
0  Bari2_062|
image2741.png,|     species
0  Bari2_062|
image2742.png,|     species
0  Bari2_062|
image2743.png,|     species
0  Bari2_062|
image2744.png,|     species
0  Bari2_062|
image2745.png,|     species
0  Bari2_062|
image2746.png,|     species
0  Bari2_062|
image2747.png,|     species
0  Bari2_062|
image2748.png,|     species
0  Bari2_062|
image2749.png,|     species
0  Bari2_062|
image2750.png,|     species
0  Bari2_062|
image2751.png,|     species
0  Bari2_062|
image2752.png,|     species
0  Bari2_062|
image2753.png,|     species
0  Bari2_062|
image2754.png,|     species
0  Bari2_062|
image2755.png,|     species
0  Bari2_062|
image2756.png,|     species
0  Bari2_062|
image2757.png,|     species
0  Bari2_062|
image2758.png,|     species
0  Bari2_062|
image2759.png,|     species
0  Bari2_062|
image2760.png,|     species
0  Bari2_062|
image2761.png,|     species
0  Bari2_062|
image2762.png,|     species
0  Bari2_062|
image2763.png,|     species
0  Bari2_062|
image2764.png,|     species
0  Bari2_062|
image2765.png,|     species
0  Bari2_062|
image2766.png,|     species
0  Bari2_062|
image2767.png,|     species
0  Bari2_062|
image2768.png,|     species
0  Bari2_062|
image2769.png,|     species
0  Bari2_062|
image2770.png,|     species
0  Bari2_062|
image2771.png,|     species
0  Bari2_062|
image2772.png,|     species
0  Bari2_062|
image2773.png,|     species
0  Bari2_062|
image2774.png,|     species
0  Bari2_062|
image2775.png,|     species
0  Bari2_062|
image2776.png,|     species
0  Bari2_062|
image2777.png,|     species
0  Bari2_062|
image2778.png,|     species
0  Bari2_062|
image2779.png,|     species
0  Bari2_062|
image2780.png,|     species
0  Bari2_062|
image2781.png,|     species
0  Bari2_062|
image2782.png,|     species
0  Bari2_062|
image2783.png,|     species
0  Bari2_062|
image2784.png,|     species
0  Bari2_062|
image2785.png,|     species
0  Bari2_062|
image2786.png,|     species
0  Bari2_062|
image2787.png,|     species
0  Bari2_062|
image2788.png,|     species
0  Bari2_062|
image2789.png,|     species
0  Bari2_062|
image2790.png,|     species
0  Bari2_062|
image2791.png,|     species
0  Bari2_062|
image2792.png,|     species
0  Bari2_062|
image2793.png,|     species
0  Bari2_062|
image2794.png,|     species
0  Bari2_062|
image2795.png,|     species
0  Bari2_062|
image2796.png,|     species
0  Bari2_062|
image2797.png,|     species
0  Bari2_062|
image2798.png,|     species
0  Bari2_062|
image2799.png,|     species
0  Bari2_062|
image2800.png,|     species
0  Bari2_062|
image2801.png,|     species
0  Bari2_062|
image2802.png,|     species
0  Bari2_062|
image2803.png,|     species
0  Bari2_062|
image2804.png,|     species
0  Bari2_062|
image2805.png,|     species
0  Bari2_062|
image2806.png,|     species
0  Bari2_062|
image2807.png,|     species
0  Bari2_062|
image2808.png,|     species
0  Bari2_062|
image2809.png,|     species
0  Bari2_062|
image2810.png,|     species
0  Bari2_062|
image2811.png,|     species
0  Bari2_062|
image2812.png,|     species
0  Bari2_062|
image2813.png,|     species
0  Bari2_062|
image2814.png,|     species
0  Bari2_062|
image2815.png,|     species
0  Bari2_062|
image2816.png,|     species
0  Bari2_062|
image2817.png,|     species
0  Bari2_062|
image2818.png,|     species
0  Bari2_062|
image2819.png,|     species
0  Bari2_062|
image2820.png,|     species
0  Bari2_062|
image2821.png,|     species
0  Bari2_062|
image2822.png,|     species
0  Bari2_062|
image2823.png,|     species
0  Bari2_062|
image2824.png,|     species
0  Bari2_062|
image2825.png,|     species
0  Bari2_062|
image2826.png,|     species
0  Bari2_062|
image2827.png,|     species
0  Bari2_062|
image2828.png,|     species
0  Bari2_062|
image2829.png,|     species
0  Bari2_062|
image2830.png,|     species
0  Bari2_062|
image2831.png,|     species
0  Bari2_062|
image2832.png,|     species
0  Bari2_062|
image2833.png,|     species
0  Bari2_062|
image2834.png,|     species
0  Bari2_062|
image2835.png,|     species
0  Bari2_062|
image2836.png,|     species
0  Bari2_062|
image2837.png,|     species
0  Bari2_062|
image2838.png,|     species
0  Bari2_062|
image2839.png,|     species
0  Bari2_062|
image2840.png,|     species
0  Bari2_062|
image2841.png,|     species
0  Bari2_062|
image2842.png,|     species
0  Bari2_062|
image2843.png,|     species
0  Bari2_062|
image2844.png,|     species
0  Bari2_062|
image2845.png,|     species
0  Bari2_062|
image2846.png,|     species
0  Bari2_062|
image2847.png,|     species
0  Bari2_062|
image2848.png,|     species
